sentiment,review
1,"Briten og Madonna-mannen Guy Ritchie har våget lage en actionfilm etter millenniumskiftet der det så vidt er med ei eneste snakkende dame , og det er den middelaldrende Lilly Walker som ser ut som om hun sover med Johnny hver kveld og antakelig skal forestille aggressiv verktøy-homofil ."
1,"De andre kvinnene som deltar , skrever tause som strupte ender i sofaer ."
1,Med andre ord :
2,Samtidig er « Revolver » et ærgjerrig forsøk på psykologisk liksom-drama om egoet og dets blanda blendverk .
1,"Er selvet noe som finnes eller noe som skapes , og kan man lures til å tro at man er seg selv ?"
1,"Da Madonna leste mannens manus , vurderte hun antakelig å re-konvertere fra jødedommen til muskuløse NY-dansere ."
2,"Men vi som liker film , kan komme til å elske det aldeles forvrengte ved « Revolver » ."
1,"Statham kommer ut av fengsel etter sju år , utfordrer kasino-kaksen Liotta og treffer to tilsynelatende visjonære forbrytere ."
1,"Det handler om den perfekte svindel , det handler om hva tyveriet av Mr. Golds hvite pulver gjør med julebaksten det året ."
2,Statham er fantastisk med hår og skjegg .
1,Stor og bred Seagal
1,"Steven Seagal er blitt like stor som Travolta , og han bærer skinnjakke innendørs for den er antakelig sydd fast til tatoveringene hans , og ansiktet er så bredt at du kan skjære fenalår på det ."
1,I denne filmen handler det om en seriemorder med veikrobart som gjør anatomiske ting med prostituert dame .
1,Dermed er genrens patologi-imperativ ivaretatt .
0,Verre er det med slagsmålene .
0,"Klipperen har overtatt Seagals martial art , og slåssinga er så kjipt og kjapt klippet at filmen antakelig kunne ha inneholdt Titanics undergang uten at du oppdaget det ."
1,Men noen fikse ting :
1,Hettemannen ser ut som David Beckham etter en strevsom natt med konas venninner .
1,Seagal får en Dirty Harry-pakke :
2,Ei finslig dame skal bli med på kjøret og observere oksen i arbeid .
1,"SS slår små pyser tusen ganger , sjøl om ett av slagene ville ha kledd en rustningskledd bjørn ."
1,"Filmer med den seriøse Seagal pleide å være litt puritanske av seg , men nå har mannen vært skilt så lenge fra Kvinnen i rødt at livet hans er blitt fylt opp av damer i ufullstendige klær ."
2,Mesterverk om mobbing
1,Mobbeofferet Anna benytter nostalgisk klassegjenforening til å konfrontere sine tidligere klassekamerater og plageånder .
1,"Barne— og ungdomskolegjengen treffes igjen på fest 20 år etterpå , og plutselig er det som om man er 15 år igjen ."
2,"Følelsene og minnene fra den gang , iblandet alkohol og utvalgte gode minner sørger for topp stemning ."
1,Så klinger Anna på glasset og reiser seg .
1,"Forteller en annen historie om "" samholdet "" og minnene ."
1,"For det Anna husker fra skoletiden er mobbingen , utestengningen , skjellsordene ."
0,Boblene går helt ut av festen .
2,"Med håndholdt kamera i øyenhøyde , er det som om vi selv er til stede på gjenforeningsfesten og kjenner alle følelsene rundt de vonde konfrontasjonene som følger ."
2,Det gjør nesten fysisk vondt .
1,"Ikke bare å føle gjennom Anna , men også å kjenne på følelsene og reaksjonene til klassekameratene ."
1,Hva kunne skjedd ?
1,"Den kontroversielle , svenske kunstneren Anna Odell spiller seg selv i sin regidebut ."
1,"Kanskje er mobbefortiden selvopplevd , men gjenforeningsfesten er det ikke ."
1,For Anna ble nemlig ikke invitert til klassens 20 års jubileum .
1,"Derfor laget hun en spillefilm om festen slik den kunne ha skjedd om hun var blitt bedt , og om hun hadde møtt opp og konfrontert sin gamle klasse ."
1,Ville de endelig sett henne da ?
1,Ville de bedt om tilgivelse for sine tankeløse handlinger ?
1,Eller ville de bare blitt irriterte fordi hun ødela feststemningen ?
1,"Men Odell stopper ikke der , selve festen er bare halve "" Gjenforeningen "" ."
1,"Da det blir klart at "" gjenforeningen "" er fiksjon , inviterer Anna sine gamle klassekamerater til å se filmen og diskutere den , en etter en ."
2,"Konfrontasjonene er oppsiktsvekkende , både i form og innhold ."
1,Og gradvis tegnes det et bilde av både nåtid og fortid som ikke bare er svart- hvitt .
2,"I "" Gjenforeningen "" belyses altså temaet mobbing gjennom direkte konfrontasjon mellom mobbeoffer og mobber på en voldsomt effektiv og nifst tankevekkende måte ."
1,Det er så lett å fordømme handlinger og reaksjoner .
1,Men hvordan ville vi selv reagert ?
1,"Som et gnagsår kverner tankene , særlig fordi det slett ikke er så opplagt hvilken knagg vi skal henge vår sympati og antipati på ."
2,"Minst like interessant og mesterlig som selve mobbetemaet er håndtert , er Anna Odells kunstneriske prosjekt med "" Gjenforeningen "" ."
2,"Som med Karl Ove Knausgårds "" Min kamp "" kan "" Gjenforeningen "" være utlevering av virkelige mennesker , forkledd som "" drama "" ."
1,Eller er det egentlig motsatt :
1,Fiksjon forkledd som halvdokumentar ?
2,Sterkt er det uansett .
2,Intens konfrontasjon
2,"Skillet mellom virkelighet og fiksjon er uansett sømløst , og egentlig ikke så viktig ."
2,Offerets behov for oppgjør gjennom konfrontasjon er det som driver historien framover og får oss til å følge fjetret med .
1,Og gjenkjenneligheten .
1,Feigheten .
1,Selvforsvaret .
1,Selvopptattheten .
1,Sånn er vi altså : alltid oss selv nærmest .
1,Alle som en .
2,""" Gjenforeningen "" er tvers gjennom imponerende ."
1,Den sier mer om mobbingens natur enn tusen holdningskampanjer .
1,Uten å gi noe svar .
1,Film :
2,Stilfull thriller
0,Men nettopp det stilfulle fortrenger effekten av mysteriet i fortellingen .
2,Sør-koreanere Chan-wook Park er kjent for surrealistisk og effektfullt billedspråk .
2,"I « Stoker » bruker han det på en elegant måte for å poengtere hva som rører seg i en ung jentes turbulente , kløktige og opprørske sinn og sjel ."
1,Plottes skal ikke røpes ; men det dreier seg om en unge jente som på sin 18-års dag opplever at faren blir drept i en bilulykke - tilsynelatende .
1,"Jentas forhold til moren er distansert , men både mor og datters nysgjerrighet pirres når farens ukjent yngre bror dukker opp i begravelsen ."
0,"Kjapt aner man en onkel med manipulerende egenskaper , en mor med tåkelagt frustrasjon og en ungjente med farlige tilbøyeligheter ."
2,"Sistnevnte spilles med en overbevisende miks av uggen , kjølig distanse og rå energi av Masikowska ."
2,"Kidman som moren , leker seg med undertoner av sensuell søvnighet , og Weaver forfører damene med flørtende eleganse , som selvsagt skjuler et bunnløst mørke ."
2,Filmen betar med brå kast av visuell uhygge og vold som korresponderer godt med personenes turbulente sinn .
2,"Regissøren har Hitchcock som en av sine forbilder , noe som synliggjøres i fascinasjonen for natur , og skråblikk på menneskesinnet ."
1,Søt musikk
1,FILM :
2,"Studio Ghibli har fortryllet millioner av barn ( og voksne ) med sine håndmalte eventyr - vi kan nevne « Chihiro og heksene » , « Ponyo » og « Min nabo Totoro » ."
1,"Det er bare ett år siden kinopremieren på « Arriettas hemmelige verden » , som har det felles med « Møte på valmueåsen » at manus er skrevet av Ghiblis grunnlegger , Hayao Miyazaki ."
1,"Regien er ved hans eldste sønn , Goro ."
2,Snill og søt
1,"Vanligvis kommer Studio Ghiblis filmer på kino i dubbet utgave , siden de er beregnet på små barn ."
1,"« Møte på valmueåsen » er satt opp i originalutgaven , med japanske stemmer og norske tekster og er uttrykkelig rettet mot tenåringer ."
1,"Uttrykkelig , i den forstand at det står på vaskeseddelen og fordi hovedfigurene er sånn omtrent 16 år ."
1,"Den er også « tillatt for alle » , i motsetning til « Arrietta » ( 7 år ) , som var dubbet ."
0,"Kjærlighetshistorien mellom Umi og Shun er muligens vel avansert for femåringer , men jeg tror på den annen side at tenåringer vil synes at den er ganske barnslig fortalt ."
0,Krevende overgang
1,Litt om historien :
1,Året er 1963 og Japan forbereder seg på Olympiske leker i Tokyo .
1,"Umi går på videregående i nabobyen Yokohama og bor på et pensjonat , der hun hjelper til med matlagingen og passer sine småsøsken ."
1,Faren ble borte under Koreakrigen og legemoren er i USA .
1,På skolen blir det mye oppstyr når man får vite at studentenes klubbhus skal rives .
1,"Umi blir kjent med Shun , som er redaktør for studentavisa , markant rivningsmotstander og svært populær blant jentene ."
1,"De blir venner , men et alvorlig hinder kommer i veien for at de skal bli mer intime med hverandre ."
0,Fjortiser er en krevende gjeng og ønsker ikke å la seg begeistre av det samme som sine småsøsken .
1,Spillanmeldelse :
1,Sløy samurai
0,« Afro Samurai » er et skoleeksempel på å sette stil foran innhold .
2,På papiret er « Afro Samurai » bortimot uimotståelig .
2,"Verdens cooleste samurai på hevntokt , ninjaer , ultravold i sakte film , Samuel L. Jackson , Ron Perlman og tilbakelente hip-hop-toner fra The RZA ."
2,Selv uten anime-serien spillet er basert på ville konseptet ha stått svært godt på egne ben .
2,Det roper om å bli kjøpt .
2,Og til en viss grad har Namco lykkes i å lage en kul opplevelse .
0,Men spillet er så klønete satt sammen at « Afro Samurai » ikke er i nærheten av å oppnå sitt udiskutable potensiale .
0,"Historien er pælmet inn i spillet på vilkårlig og forvirrende vis , kameravinklene og kontrollsystemet er plaget av skurring jeg trodde vi var kvitt for godt for lenge siden og bortsett fra musikken er lydbildet amatørmessig spakt ."
0,"Hvilket er skuffende , konseptet « Afro Samurai » fortjener et bedre spill enn dette ."
1,PS :
1,I salg fra fredag 27. mars .
1,Flere ferske anmeldelser av PS3- og 360-spill :
1,Trailer fra PS3- og 360-spillet Afro Samurai .
2,Tor Endresen fikser Lennon
2,Lykkes nesten hundre prosent .
2,Tor Endresen fikser det meste .
1,Både julekonserter og Melodi Grand Prix .
2,"Tar han på seg runde briller og en dongerijakke klarer han til og med å fremstå som en troverdig utgave av John Lennon , slik han gjorde på Ricks torsdag kveld ."
2,"En solid musikalsk historielekse som med ord , toner og litt humor ga et innblikk i livet til Beatles-idolet fra 60 og 70-tallet .."
1,"Forestillingen bygger på den engelske skuespilleren John Waters ’ « Looking Through A Glass Onion » , et show som har vært fremført over hele verden de siste 20 årene ."
1,En fortelling om John Lennons liv og musikk fremført som en monolog av Lennon selv .
1,Men dette er ingen kopi av den engelske utgaven .
1,"Den musikalske grunnstammen er riktignok beholdt , men mange av låtene er også byttet ut ."
1,Teksten er oversatt og delvis nyskrevet av Tore Nysæther som også har regien .
1,"Den engelske utgaven fremføres bare med gitar og tangenter , mens Tor Endresen har et fire manns band i ryggen ."
1,Det starter og slutter med Mark David Chapmans fem skudd som tok livet av John Lennon en desemberkveld i New York i 1980 .
1,I løpet av to timer forteller så Lennon om sitt liv .
1,"Om barndommen i Liverpool , tiden med The Beatles og de kaotiske årene som soloartist i New York ."
1,Historien blir fortalt med et bergensk gatespråk .
0,"Det er det eneste som ville fungert for Tor Endresen , men gjør likevel at det ikke alltid stemmer hundre prosent ."
0,For det skal innrømmes at man aldri helt kommer under huden på hovedpersonen .
1,Noe som også er en nesten uoverkommelig oppgave i en to timer lang forestilling der mye av stoffet utgjøres av det musikalske .
1,I all hovedsak er monologen bygget på intervjuer og Lennons eget skriftlige materiale .
1,Men her må også være en del som er omformet for å passe inn i settingen .
1,Uttrykk som bamseklubben på Playa Del Ingles er vel tvilsomt om kommer fra Lennon selv .
1,"Da Endresen nevner Lennons elskerinne May Pang , og trommis Nyheim utbryter « Meir peng ? » får han selvfølgelig publikum til å le ."
1,Men det har lite med Lennon å gjøre .
2,Slike kjipe morsomheter er det heldigvis få av .
2,Da fungerer det atskillig bedre når det første verset på Beatleslåten « Girl » fremføres med indisk dialekt som en parodi på guruen Maharishi Yogi som Beatlesmedlemmene var opptatt av i en kort periode .
2,Det musikalske er det derimot lite å utsette på .
2,"Tor Endresen klarer faktisk til tider å høres ut som Lennon selv med sin spesielle og lett nasale stemme , og her skurrer det aldri ."
1,"Verken på gammelrocklåtene , Beatles eller stoffet fra soloalbumene ."
1,Totalt inneholder kvelden mer enn 30 sanger – en lett blanding fra hele Lennons produksjon .
2,"Ikke alle fremføres i sin helhet , men riktig bra låter det uten unntak ."
1,Det hjelper selvsagt at de fire musikerne har fått Beatles inn med morsmelken .
2,Ofte er de ganske tro mot originalen som under « Lucy In The Sky With Diamonds » .
2,"Men også når de leverer mer frie tolkninger som « Working Class Hero » , blir det hundre prosent riktig ."
2,Til og med det å flette den første Beatles-singelen « Love Me Do » midt inne i en versjon av Lennons « Crippled Inside » er helt som det skal være .
2,"Bandet bestående av Daniel Birkeland på gitar , Kai Taule på bass , Dag Øivind Rebnord bak tangentene og trommis Helge Nyheim klarer virkelig å gjenskape både Beatles og Lennon på en måte som det står respekt av ."
2,Som musikalsk forestilling lykkes « Lennon » hundre prosent .
0,Som historielekse er den derimot ikke helt uten små svakheter .
2,Likevel så bra at Tor Endresen allerede nå burde søke skoleverket om få fremført forestillingen som pensum for den oppvoksende generasjon .
1,EINAR ENGELSTAD
1,Gavin DeGraw « Free »
1,( J Records / Sony Music )
0,Under gjennomsnittet fra gjennomsnittlig artist .
2,Det åpner ikke så aller verst med en renskåret versjon av avdøde Chris Whitleys blues « Indian Summer » .
0,Den tydeliggjør samtidig DeGraws store problem - at han ikke evner å skrive gode låter selv .
0,"Det hjelper ikke at tekstene bugner over av klisjeer med titler som « Stay » , « Lover Be Strong » og « Waterfall » ."
0,"Og at man ikke klarer å finne en annen albumtittel enn en av rockehistoriens mest brukte , sier det meste om mangelen på kreativitet ."
1,ANBEFALTE KJØP :
1,"« Indian Summer » , « Why Do The Men Stray » ."
1,Bjølsen Valsemølle :
2,Et ufortjent glemt band
2,"De kritiserer Israel , menn som skyter ulv og hyller marit Bjørgen ."
2,Bjølsen Valsemølle er i utgangspunktet et tradisjonelt rockeband og på sitt vis – kanskje et av Oslos viktigste band .
2,De tilhører en prisverdig tradisjon der samfunnsengasjement og politisk stillingtagen er en selvfølge .
